p1,p2
"Yeah, we're goin' to a Ranger game.",You're meeting Richard?
"Well, he told me he was going out with the guys, I just didn't know that you were the guys.","Yeah, didn't he tell ya?"
We're the guys.,You hear that? We're the guys.
Thank you.,With that moustache doesn't Chandler remind you of Aunt Sylvia?
"Hi, we're visitiing. It's Ben and his da-da. Da-da. Can you say da-da? Look, I'm gonna tell your momies you said it anyway so you might as well try.",
"Naa. A while ago I got a sah out of him, which I thought, ya know, might turn into sah-condary caregiver but... Hey, would you uh, would you hold him for a sec, 'cause I, I gotta take this off.",No luck huh?
What're you doing?,"Oh, yeah sure, Ok."
"Yeah, well, he's a baby not a bomb.","Uh, I'm holding Ben."
Well just hold him like you'd hold a football.,Ok.
"Ok, here, here. There we go.",This is how I would hold a football.
"It's alright, it's no big deal.","Ok, I'm sorry, I'm just not very good with babies. I mean I haven't been around them, I mean, you know, since I was one."
"Yeah, definitely, I'm sure you'll feel totally different when it's our baby.",Really?
What?,What?
"Uhh, yeah. I mean, actually I kinda think that we'll have, we'll have two babies.",You think about stuff like that?
"Yeah. Ya know, a boy and a girl. Hopefully the girl will come first so Ben here won't feel too competitive.","Two, two babies?"
"Well, we won't wanna raise kids in the city so we'll probably move to uh, Scarsdale.",Then what's gonna happen?
"Yeah, that way I figure, ya know, we'll be far enough away from our parents that we don't have to see them all the time but close enough that they can come over and babysit whenever we want. And yes, I know, the taxes are a little higher than, let's say, Nassau county but the school system's supposedly great.",Uh-huh.
Huh?,"Wow. Wow, that's great. Great. Ok, wow, you know what."
,"I'm off my break now so uh, um here you take this and um, I am gonna go pour these very nice people some coffee. Ok. Oh look at that, I don't have a pot. I don't have a pot. Well, hey, maybe I've got one at home, or in Scarsdale. Hey is that a door?"
"Hey Phoebs, what's happening?",Hey.
So you watched the movies huh?,"Oh, ok, murder, cancer, soccer teams eating each other in the Andes."
Charlotte who?,"Uh huh, what is happening to the world? I mean, no no no, 'cause ET leaves, and and Rocky loses, Charlotte dies."
"Alright, you wanna feel better?","With the web, the spider she dies, she does. She has babies and dies. It's like ya know, hey welcome home from the hospital, thud."
"Ok, here, watch this.",Yeah.
"So you can't lose, it's there in the title. Wonderfullness is baked right in.",It's a Wonderful Life. Yes I've heard of this.
"Uh, the guy was Lou Gehrig. Didn't you kinda see it coming?","Please, I almost fell for that with, uh, Pride of the Yankees, I thought I was gonna see a film about Yankee pride and then, boom, the guy gets Lou Gehrig's disease."
"Hey, big guy, game time.","Phoebe, just watch that, I promise it will resotre all your faith in humanity."
There's a game?,"Hey, be right there."
It's the basketball playoffs.,"Uh, yeah, I just got my pick-up sticks back from the shop. Bring your nerves of steel."
"Oh, no, honey, I mean, don't worry, I like hanging out with those guys. It's fun for me. They're different than my other friends, they don't start sentences with, 'You know who just died shoveling snow?'","Listen, um honey, I appreciate this but you don't have to keep hanging out with them for me, I mean, they have each other."
"Uh, it's the college playoffs.","Alright that's great, then just go. Go Knicks."
"Uh, they're not in it.","Oh, then go Vassar."
Ok.,"Ok, then just go."
Sure.,"Oh, why does this bother me so much? I mean I don't wanna be one of those people who tells their boyfriend they wanna spend 24 hours a day with them."
Does it matter? You're ultimately just gonna die or get divorced or have to blow your pets head off.,"It's just that he doesn't have that much free time, ya know, and I don't know, what do I do?"
Me too.,Aghh.
"Yeah well, Ross just made plans for the whole century.",I've got a question. Richard made plans again with the guys.
"Ok, what the hell happened back there?","Ya know what, I think I'm gonna go to my room and read Cosmo, maybe there's something helpful in there. Know what, at least maybe I can learn how to do an at home bikini wax with leftover Cristmas candles."
"Well I'm sorry, I think about stuff. Ya know, I mean, you're at work, you're assembling bones, your mind wanders.","I don't know, you tell me. One minute I'm holding Ben like a football, the next thing I know, I've got two kids, I'm living in Scarsdale complaining about the taxes."
"C'mon, what, you never think about our future?","Ross, you have planned out the next 20 years of our lives, we've been dating for six weeks."
"No, no, I mean, ya know, I, I read a book and there was a girl named Emily and I thought, I thought that might be good.","Yes, but I, I think about who's apartment we're gonna sleep at tomorrow night and, and where we're gonna have dinner next Saturday night. I do not think about what our childrens' names are gonna be. You know what our childrens names are gonna be."
The big book of childrens' names.,What was the book?
Yeah.,"Ok, Ross, Ross, ok listen, what we have is amazing."
Ok fine.,"But I do not want to have everything decided for me. I spent my whole life like that. It's what I had with Barry, that was one of the reasons I left. I, I like not knowing right now and I'm sorry if that scares you but if you want to be with me you are gonna have to deal with that."
We're not done.,Thank you.
"Ok, then you're gonna have to understand that you're with a guy who's not gonna stop planning his future with you because he knows that we're gonna end up together and if that scares you, tough, 'cause you're gonna have to deal with that.",I didn't know that.
"Good, 'cause I love you.","Fine, I will."
Yeah.,Oh yeah.
Well that's the first time we've said that.,Well I love you too.
"Well, I'm gonna kiss you.",Yes it is.
,Well you better.
Did you like it?,Hey. Oh thanks for the great movie tip.
"Alright, I'll give you the ear thing but don't you think the ending was pretty wonderful?","Oh yeah. You know, I don't know if I was happier when um George Bailey destroyed the family business or um, Donna Reid cried, or when the mean pharmacist made his ear bleed."
,"I didn't watch the ending, I was too depressed. It just kept getting worse and worse, it should have been called, ""It's a sucky life and just when you think it can't suck any more it does."""
"But... he gets it back, pass to the middle, lines it up and... BAM! Yes! Could that shot BE any prettier?",Kick save and... denied.
"Well, we had a table in college.",Man you are incredible.
Nice moustache by the way. When puberty hits that thing's really gonna kick in.,"Oh really, I didn't know they had foosball in the 1800's."
"Ok, just one more point.","Honey. Uh, not to sound too Florence Henderson but, dinner's on the table."
"See, that's why we don't let her play.",Score! Now can we go?
Um-hmm.,Is everything all right?
"Oh hey listen, don't be mad at him, it's our fault. I'm sorry we've been hoggin so much of his time.",Uh-oh.
Well.,"Yeah, he's just really great to hang around with."
"Uh, you guys see me as a dad?","No no, seriously, Chandler and I were just talkin about this. He is so much cooler than our dads. I mean, you know, our dad's are ok, ya know, but Richard is just- ow, ow. What are you kickin me for? Huh? I'm tryin to talk here."
No.,Oh yeah.
"Your just, your just clearly not familiar with our young persons vernacular. See, when we say dad, we mean buddy. We mean pal.",Nooooo.
"No no, seriously, Joey's my dad, Monica's my dad. I've even got some dads down at work.","Uh-huh, yeah."
Nighty-nite.,"That's fine. Well, your other dad and I are gonna go have a romantic evening and I guess I'll just see you kids around."
Not a dad.,You're not a dad. You're not a dad.
So are you ok?,I can't believe you got us into trouble.
"Come here. I'll make you feel like one of the guys. You know for a really cool guy, you suck at foosball.","Yeah, just, I feel like I'm about a hundred. I thought I was just one of the guys."
"Yeah, well they suck too.","What're you talkin' about, I was killin' 'em."
"Ok, and then you take the poopie diaper and you put it in the poopie diaper pail.",
Hello.,"Ok Ross, just so you know, calling it a poopie diaper doesn't make this process any cuter."
Come on up. I'm gonna get the rest of his stuff together.,It's us.
Hi.,"Ok, we can do this now, can't we Ben? Yes we can, yes we can. There. I did it. I did it. Look at that, oh, stays on and everything. Hi."
"Wha, what?","I'm sorry, what did you just say? Did you just say hi? Oh my God, Ross, Ross, Ben just said 'Hi'."
"What, the word hi?",Ben just said hi.
"Great, great, and I miss that too, I miss everything.","Ye-, no, my Uncle Hi."
Hello.,"Oh, I'm sorry, I guess I just bring it out in him."
What did he say?,Guess what. Ben just said his first word.
That's so exciting.,Something about hi.
"You know, actually it's more like, hi.",Mommy is so proud of you. Hi. Hi.
Hi.,Hi.
Hi.,Hi.
Hi.,Hi.
"Ok, this could go on for a while.",Hi.
"Well, this was fun. Uh, we should really do it again sometime, wha'dya say? Ok. Alright so I've got him.",We've got a cab waiting downstairs.
"Tuesday right. Ok, bye you guys.",Tuesday.
Bye Ben.,Take care.
"Did, did he just, did he, did he just say, he said bye. He said bye. You said, you said bye to me. You said bye to me.",Bye.
"We've gotta go, we've got that cab waiting.",Suddenly I'm seeing him go off to college.
Bye.,"Alright, alright, ok. Bye."
Bye.,Bye.
Bye.,Bye.
,Bye.
"Ok, Ben, this is the part where Ernie buries Bert in the sand and can't find him. Now, I've looked ahead on the tape and he does find him again. But, ok, before that happens, there's some pretty rough goin' for a while but I think we can handle it. And, there's just the alphabet but we know that ends well so. Ok, here we go.","Oh wow, look at this nice deep hole I've been digging. Hey Bert, isn't this a nice hole here. Hey."
